id,quest_component_id,speech,npc_id,next_bubble,is_start,sound_id,npc_spawner_id,angle,chat_bubble_kind_id,facial,npc_group_id,camera_id,change_speaker_name
8808,7083,"/주기 @ITEM_NAME(14326)|1을;를; 드릴 테니, 이걸 이용해서 |nn;@NPC_GROUP_NAME(81)|r의 /결론 영혼을 포획해 영원한 안식을 선물해 주십시오!",3305,0,f,,0,0,1,npc_question,,,
8814,7124,/묵념 안식을 취하게 된 영혼들이 환희의 숨결로 당신에게 감사의 마음을 전하는 소리가 들립니다.,3305,0,t,,0,0,1,npc_smile,,,
8839,7142,/말 이건 심각한 문제에요. 어서 |nn;@NPC_NAME(8894)|r께 여기서 보고 들은 것들을 전해주세요.,8913,8840,t,,0,0,1,npc_sad,,,
8840,7142,/결론 난 똑똑히 기억해요. 저렇게 넋 나간 부락민이 나타난 건 아논 마라의 페레 대통합이 주창되고 난 후라는 것을!,8913,8841,f,,0,0,1,npc_question,,,
8841,7142,/대화 부족 대통합에 찬성할 것인지 말 것인지를 결정하는 자리에서 많은 이들이 반대표를 던졌어요.,8913,25001,f,,0,0,1,npc_question,,,
8844,6738,/명령 고대의 숲에 이상 현상이 생긴 건 흑마법사 움브라스와 그의 하수인들이 생명체에 악영향을 주는 실험을 하고 금지된 흑마법을 부리기 때문입니다.,3177,8847,t,,0,0,1,npc_question,,,
8847,6738,/결론 일부는 하리하란의 무분별한 벌목 때문이라고 하지만 그건 오해입니다. 이렇게 생태계가 왜곡되는 건 단순한 벌목 작업으론 생길 수 없는 일들입니다.,3177,8848,f,,0,0,1,npc_angry,,,
8848,6738,/변명 @NPC_NAME(3178)들의 흑마법이 중단될 수 있도록 놈들을 물리치는 게 가장 시급합니다.,3177,8799,f,,0,0,1,npc_angry,,,
8882,5184,"그럼 깃발을 걸어볼까... 어, 바람이... 깃발을 빨리 좀 주워다주게. /놀람",,,t,,5638,0,1,,0,,
8884,5186,깃발을 날려버린 녀석이 이 바람 정령인가?,,0,t,,0,0,2,,0,,
8885,5187,/긁기 역시 바람 정령이 장난을 친 것이군. 요즘 자연이 노하는 일이 종종 일어나는구먼...,,8886,t,,5638,0,1,,0,,
8886,5187,아무튼 고맙네. 이번에도 깃발이 날아가버리면 어쩌나 걱정했거든. /인사,,0,f,,5638,0,1,,0,,
8927,5231,"/대화 혹시 토벌대장이 보낸 분이신가요? 너무 늦었어요! 이미 마을이 불타고, 사람들이 죽어버렸어요. 저, 저 몹쓸 |nn;@NPC_GROUP_NAME(69)|r 놈들!",4204,24011,t,,5651,0,1,npc_sad,,,
8930,5233,/변명 당신이 동족을 위해 한 일을 지켜봤어요. 대단한 용기에요. /감사 정말 고마워요.,4204,0,f,,5651,0,1,npc_smile,,,
8933,5235,/주기 잿빛안개 부락으로 가는 길이었소? 그렇다면 이 지령서를 |nn;@NPC_NAME(4270)|r님께 전해주겠소?,6586,8935,t,,10678,0,1,npc_question,,,
8935,5235,"/말 시치미 약탈단이 가지고 있던 것인데, 암호로 되어 있소. /대화 시치미 왕 자바바가 자기만의 언어를 쓴다는 소문이 사실이었던 것 같소.",6586,16366,f,,10678,0,1,npc_question,,,
8937,5238,"/거만 처음 보는 자인데, 무슨 일로 날 찾아왔는가?",4270,8938,t,,5542,0,1,npc_question,0,,
8938,5238,/대화 뭣! @NPC_NAME(6586)|1이;가; 입수한 @ITEM_NAME(14054)|1이라;라;고?,4270,8939,f,,0,0,1,npc_question,,,
8939,5238,"/받기  음, 해독하려면 시간이 좀 걸리겠군. 알겠네. 어려운 일을 해줘서 정말 고맙네.",4270,0,f,,5542,0,1,npc_smile,,,
8945,5246,/변명 형과 전 훗날 각자 모험을 떠나더라도 형제간의 의리를 지키자는 약속을 하기 위해 여기에 왔어요. ,4205,22969,t,,0,0,1,npc_sad,,,
8946,5246,/제발 저기 |nn;낮의 눈 가운데 섬|r에 가면 형이 있을지도 몰라요. 제발 부탁이니 형을 도와주세요.,4205,0,f,,0,0,1,npc_sad,,,
8958,6751,/명령 도굴꾼에 의해 관 속에 있던 유골이 왕릉 안에 뿔뿔이 흩어지게 되었노라. |nn;흩어진 유골을 수습|r해서 하나로 복원한 후 가지고 오너라.,3266,0,t,,0,0,1,,,,
8964,5311,/칭찬 내 곡괭이를 찾아왔군! 시궁쥐이빨 부족의 발악이 만만치 않았을 텐데 정말 고맙네! 고마워!,4280,0,t,,0,0,1,npc_smile,,,
8986,6757,"/묵념 고맙노라. 그동안 유골이 흩어져 버려서 제대로 잠들지 못했는데, 덕분에 이젠 편히 안식을 취할 수 있을 것 같노라.",3266,0,t,,0,0,1,,,,
9001,5615,/받기 여기 건네주세요.,,9002,t,,3974,0,1,,0,,
9002,5615,"/주기 자, 여기요.",,9003,f,,0,0,1,,0,,
9003,5615,"/손인사 고마워요. 그럼 난 옷을 갈아 입어야 하니, 쳐다보기 없기에요!",,0,f,,3974,0,1,,0,,
9013,5622,/변명 나 혼자서 먹는 것보다는 함께 나누어 먹으면 죽은 내 벗도 더 기뻐할 거야.,4286,9014,f,,0,0,1,npc_sad,,,
9014,5622,/감사 부디 소중했던 내 벗의 마지막 가는 길을 함께 축복해주게나. 부탁하네.,4286,0,f,,0,0,1,npc_sad,,,
9015,5622,"/결론 지나가는 이여, 내 오랜 벗이었던 |nn;눈사자|r에게 마지막 예를 갖춰주겠나?",4286,22970,t,,0,0,1,npc_sad,,,
9018,5624,/묵념 고맙네. 그러고 보니 자네는 이제 막 성인식을 치른 청년이로군. 이제 막 출발하는 자와 떠나는 자와의 만남이라... 만감이 교차하는군.,4286,0,t,,0,0,1,npc_smile,,,
9020,7414,안녕하십니까 /인사 QA 테스트용 퀘스트를 드리겠습니다,6479,9024,t,,7267,180,1,,0,,
9023,7416,수고 하셨습니다. /만세,6479,9025,t,,7267,0,1,,0,,
9024,7414,아이디 605 몬스터를 10마리 /인사 잡으세요,6479,0,f,,7267,0,1,,0,,
9025,7416,계속해서 /저기 다음 테스트를 수행 해 주세요.,6479,0,f,,7267,180,1,,0,,
9035,5626,/변명 보시다시피 나는 아직 내 벗의 곁을 지켜야 해서 말이야. 그럼 부탁하네.,4286,0,f,,0,0,1,npc_question,,,
9036,5626,/주기 괜찮다면 이 @ITEM_NAME(14082)|1을;를; 옥시언 상단에 있는 나의 형 |nn;@NPC_NAME(4289)|r에게 전해주시겠나?,4286,9035,t,,0,0,1,npc_question,,,
9037,5629,/주저 그 @ITEM_NAME(14082)|1은;는;? 내 동생 @NPC_NAME(4286)|1이;가; 눈사자에 얹고 다니던 것 같은데...,4289,9039,t,,0,0,1,npc_question,,,
9039,5629,"/슬픔 아! 결국, 내 동생의 오랜 벗이 떠나고 말았군. 자식처럼 아끼던 눈사자였는데. 동생의 상심이 얼마나 클까.",4289,0,f,,0,0,1,npc_question,,,
9048,5639,/제발 도와주십시오. 저 |nn;@DOODAD_NAME(2134)|r의 불을 꺼주실 수 있겠습니까? 이곳은 주로 상단들이 밤이슬을 피하고 가는 숙소입니다.,4287,23924,t,,0,0,1,npc_sad,,,
9050,5643,/한숨 불이 꺼졌군요. 다행입니다. 하지만 상단에 이곳이 위험한 곳이라 소문이 날까 봐 걱정이에요. 한때 최고의 상단 휴식처로 알려졌었는데...,4287,0,t,,0,0,1,npc_sad,,,
9054,5650,/변명 우리만으로 저 방화범들을 물리치는 건 무리입니다. /사실 |nn;@NPC_NAME(4210)|r들을 물리치는 걸 도와주실 수 있습니까? 부탁합니다.,4288,0,t,,0,0,1,npc_question,,,
9056,5652,/감사 고맙습니다. 덕택에 겨우 한숨 돌렸군요. 불타버린 천막은 다시 세우면 되지만 그래도 억울하게 죽은 자들은 되돌아오지 않으니 비통할 따름입니다.,4288,0,t,,0,0,1,npc_smile,,,
9066,5997,/박수 @NPC_GROUP_NAME(74)|1을;를; 처치했군! 역시 내 생각대로 대단한 실력의 소유자였어.,4296,22972,t,,0,0,1,npc_smile,,,
9132,6242,"/팔짱 저 정신 나간 시치미 약탈단 놈들이 요즘 어째 심상치 않다고 했더니, 이 옥시언 상단을 노렸던 거로군!",4296,14621,t,,0,0,1,npc_angry,,,
9138,6301,"/쉿 이봐요, 날 좀 도와주겠소? 저기 보이는 목장 관리인 마지는 어찌나 욕심이 많은지 갈색 산양을 한 마리만 팔라고 해도 팔지 않는다오. 그는 갈색에만 집착하는 색마라오.",,9139,t,,3949,0,1,,0,,
9139,6301,/저기 매발톱 기슭의 잿빛 산양을 이 노레알 염색약으로 염색시키면 갈색 산양으로 보일 것이오. 염색한 갈색 산양을 마지에게 데려가시오. 그럼 그가 양을 살 테니... /주기,,9140,f,,3949,210,1,,0,,
9140,6301,/질문 왜 내가 그런 짓을 해야 하죠?,,9174,f,,0,0,1,,0,,
9143,734,/결론 저쪽으로 가면 누잔 님의 수련장이 있다네. 부탁하네.,565,0,f,,514,0,1,npc_question,,,
9152,583,/변명 레오티스는 이 지역의 |nn;@NPC_NAME(6462)|r에게 누군가 저주를 걸었다고 믿고 있어요. 원인이 누구든 무엇이든 저 정령들을 불로 정화해야 할 것 같아요.,564,9154,f,,523,0,1,npc_question,,,
9154,583,/말다툼 @NPC_NAME(6462)을 공격해 약하게 만든 다음  |nn;@ITEM_NAME(14578)|r을 쓰세요.,564,0,f,,523,0,1,npc_question,,,
9157,615,/사실 정화하는 일은 모두 끝났나 보군요.,564,9159,t,,523,0,1,npc_smile,,,
9159,615,"/애원 이젠 우리만으로는 해결할 수 없는 거 같군요. @PC_NAME(0), 도와줘서 정말 감사합니다.",565,0,f,,523,0,1,npc_smile,,,
9160,659,/결론 당신은 분명 하르파의 수제자! 제 뒤의 불모지가 보이시죠? 저 |nn;@NPC_GROUP_NAME(21)|r들이 비겁하게 제 동료를 살해했어요!,3680,9161,t,,515,0,1,npc_sad,0,,
9161,659,/슬픔 불쌍한 프리데... 그렇게 명예가 높던 친구가 그렇게 죽다니!,566,9162,f,,487,0,1,npc_sad,,,
9162,659,/말 우리만으론 저 많은 녀석을 별로 줄이지 못했어요. @NPC_GROUP_NAME(21)들을 단칼에 죽여 주세요!,3680,0,f,,515,0,1,npc_sad,,,
9165,678,/칭찬 @NPC_GROUP_NAME(21)에게 불명예 죽음을! 솜씨가 깔끔하시더군요.,3680,9166,t,,515,0,1,npc_smile,0,,
9166,678,"/대화 그래요, 대단했어요.",566,0,f,,487,0,1,npc_smile,,,
9169,4703,/결론 이 사건 뒤에는 바다 여신 다후타가 있다는 걸 알아낸 게 그나마 다행이군.,567,9192,t,,496,0,1,npc_question,,,
9174,6301,"나는 마지를 골려줄 수 있고, 당신은 돈을 벌 수 있으니 '페레 좋고 눈사자 좋고'라는 속담대로 되는 거 아니겠소. 자, 어서 해보세요. 염색약은 시간이 지나면 효과가 다하니 서둘러야 할 거요.",,0,f,,3949,0,1,,0,,
9176,6307,"나는 이상하게 갈색 산양만 보면 기분이 좋아진답니다. 잿빛이나 흰색 산양에는 아무 감흥이 없는데 말이죠. 자, 여기 대금이오. /주기",,0,f,,3941,0,1,,0,,
9177,6307,/질문 갈색 산양을 모으는 이유는 뭡니까?,,9176,t,,0,0,1,,0,,
9192,4703,/명령 기억의 터에 있는 축복의 정원으로 가게. 그곳의 |nn;@NPC_NAME(576)|r에게 실종 사건 뒤에는 바다 여신 다후타가 있다고 말해주게.,567,0,f,,496,0,1,npc_question,,,
9198,4704,/주저 무슨 일이시죠? 어디선가 본 얼굴이긴 한데...,576,9215,t,,0,0,1,npc_question,,,
9215,4704,/변명 실종사건 배후에 바다 여신 다후타가 있단 말인가? 익사체를 부리다니...,576,9216,f,,0,0,1,npc_question,,,
9216,4704,/말다툼 세상에! 바다 여신? 그런 강대한 존재가 갑자기 나타나다니...,576,15573,f,,0,0,1,npc_question,,,
9236,6758,/명령 @NPC_NAME(3289)|1이;가;... @NPC_NAME(3289)|1이;가; 납치당했습니다. 호수에서 갑작스럽게 나타난 괴물이 @NPC_NAME(3289)|1을;를; 납치해 달아났습니다.,3292,9237,t,,0,0,1,npc_sad,,,
9237,6758,/변명 괴물에게 납치당한 |nn;@NPC_NAME(3289)|r|1을;를; 찾아 주십시오! 그는 이니스테르에서 함께 온 마지막 동료입니다.,3292,9239,f,,0,0,1,npc_sad,,,
9239,6758,/말 괴물은 호수 속으로 다시 들어갔습니다. 아무래도 호수 아래에 동굴 같은 게 있는 거 같습니다.,3292,14148,f,,0,0,1,npc_sad,,,
9245,6764,@DOODAD_NAME(1540)|1이다;다;. 차갑게 식어있다.,,0,t,,0,0,3,,,,
9248,6766,"/한숨 이럴 수가... 결국, 모두 죽고 만 것인가...",3292,0,t,,0,0,1,npc_sad,,,
9253,7325,/받기 아니 이게 뭐요? 퍼거스 형님이 웬일로 이런 비싼  걸 다 /대화 보냈나 모르겠군. 아무튼 고맙수다.,6504,0,t,,0,0,1,npc_smile,0,,
9270,6769,/슬픔 저주야... 숲의 저주야... 숲의 저주가 동료를 모두 죽였어! 이제 곧 나도 저주를 받아 죽게 되겠지...,3292,9271,t,,0,0,1,npc_sad,0,,
9271,6769,/결론 도와주세요. 저도 곧 죽게 될 거에요.,3292,9274,f,,0,0,1,npc_question,,,
9274,6769,/변명 어쩌면 |nn;리턴드 야영지|r에 와 있는 자들이 제가 살 수 있는 방법을 알지도 몰라요. 우리 이니스테르 사람들과는 다른 이들이었으니...,3292,0,f,,0,0,1,npc_sad,,,
9276,6771,/대화 음... 제가 그에게 확실한 도움을 줄 수 있을지는 모르겠습니다. 하지만 방법을 찾아봅시다.,3177,0,t,,0,0,1,npc_question,,,
9282,6773,"/주기 자, 받으십시오. @ITEM_NAME(24543)|1을;를; 드릴 테니 |nn;@NPC_NAME(3292)|r 님께 드리십시오.",3177,22889,t,,0,0,1,npc_question,,,
9334,6378,/변명 제가 주세치에게 |nn;@ITEM_NAME(14148)|r|1을;를; 구해오라고 시킨 이유는 이곳 밤의 눈이 오염되고 죽은 자가 되살아나는 괴현상의 원인을 찾기 위해서였어요.,5742,9335,t,,0,0,1,npc_question,,,
9335,6378,/결론 하지만 안개 해골은 워낙 수가 많고 공격적이라 원하는 것을 얻기가 쉽지 않았지요. ,5742,22485,f,,0,0,1,npc_question,,,
9337,6380,"/사실 아, 드디어 @ITEM_NAME(14148)|1을;를; 손에 넣었군요. 음... 이 해골은 보기만 해도 이상한 느낌이 드네요. 잠시만 기다려보세요.",5742,0,t,,0,0,1,npc_question,,,
9346,801,/주기 이 소라를 우리 마을에 있는 |nn;@NPC_NAME(591)|r에게 가져다주세요. /결론 그러면 뭔가 기억하는 전승이 있을지도 몰라요.,589,0,t,,5213,0,1,npc_question,,,
9386,6777,/화남 무엄한 놈! 감히 짐의 오랜 안식을 방해하다니! 짐의 안식을 방해한 네놈을 용서하지 않겠다!,3284,0,t,,0,0,1,,0,,
9399,1521,"/변명 혹시 정말 호수에 뛰어든 건 아니겠지? @PC_NAME(0), 자네가 떠난다고 생각하니 아쉬워서 장난을 친 거라네.",3512,22858,t,,0,0,1,npc_question,,,
9402,7461,/받기 @NPC_NAME(589)가 아이오느의 실종 사건을 조사하다 발견한 @ITEM_NAME(14780)를 전해주라고 했단 말이죠?,591,9404,t,,0,0,1,npc_smile,,,
9404,7461,/감사 감사합니다. 제가 조사하던 사건의 배후의 녀석들을 잡을 기회가 될지도 모르겠어요. 바로 바다 여신 다후타의 추종자들 말이죠!,591,0,f,,5107,0,1,npc_smile,,,
9405,920,/사실 마지막에 싸우고 찾지 말라며 나간 거라 제가 직접 수색하면 도망칠 거 같아서 이렇게 부탁해요. 그위오니드 호수 중앙에 |nn;밝은 빛이 솟는 곳|r이 보이시죠?,589,9406,f,,0,0,1,npc_sad,,,
9406,920,/변명 아이오느가 약초를 캐러 가던 곳이죠. 신성한 샘이라고 불리는 장소에요. 저길 조사해 주세요.,589,0,f,,0,0,1,npc_sad,,,
9416,5163,/사실 공기 방울 목욕이 효과가 있는지 보고 싶거든요. 부탁해요. 페레의 벗인 눈사자에게 /최고 효과가 있으면 페레들도 좋아할 기구가 될 거라고요.,4940,,f,,,0,1,npc_smile,0,,
9419,774,"/사실 그런 일이 있었군요. 이 소라가, @NPC_NAME(6467)을 불러냈단 말이지요?",589,9420,t,,5213,0,1,npc_question,0,,
9420,774,"/감사 아이오느가 그 존재에게 죽었다면, 당신이 그 불명예 죽음을 복수해 주셨군요. 감사합니다.",590,9423,f,,5054,0,1,npc_sad,,,
9421,770,시체는 물에 푹 젖어 있다.,,9422,t,,0,0,3,,,,
9422,770,시체 주변에 |nn;@ITEM_NAME(14633)|r가 있다.,,0,f,,0,0,3,,,,
9423,774,/변명 감사합니다. 아이오느의 죽음이 헛되지 않도록 이 소라를 조사해야겠군요.,589,0,f,,5213,0,1,npc_sad,0,,
9430,809,/질문 잠깐 내 부탁을 좀 들어줄 수 있겠습니까?,7821,9431,t,,0,0,1,npc_question,,,
9431,809,/결론 엘크를 키우느라 |nn;@NPC_NAME(7829)|r를 잡아서 @ITEM_NAME(14626)을 구해주기로 한 걸 깜빡했지 뭐에요. @NPC_NAME(6491)가 스승님께 혼나기 전에 구해야 하는데...,7821,0,f,,0,0,1,npc_question,,,
9440,807,/주기 이 열매와 소용돌이치는 물을 저 영혼의 안식처에 계신 |nn;@NPC_NAME(600)|r 님께 전해 주십시오.,591,9441,t,,5107,0,1,npc_smile,,,
9441,807,/대화 바다 여신 추종자들을 괴롭힐 준비물이라고 말하면 알아들을 겁니다.,591,0,f,,5107,0,1,npc_smile,,,
9448,3870,/대화 그리고 부디... 밀렵감시 초소로 떠난 @NPC_NAME(5200)에게 뒷일을 부탁한다고 전해주십시오... 전 더는 버틸 수가 없습니다. 으윽!,5198,0,f,,6594,0,1,,,,
9464,7476,/대화 무슨 일로 내 명상을 깼나요?,600,9466,t,,5200,0,1,npc_question,,,
9466,7476,"/사실 아, 당신이 소문의 그 사람이군요. 게다가 기쁜 소식까지! 환영합니다.",600,0,f,,5200,0,1,npc_smile,,,
9468,3922,/변명 옷들이 모두 이 근처에 있는 주택 옥상으로 날아가 버린 것 같네요. 여기저기에 사다리가 많이 있으니 그걸 이용해서 지붕에 올라가셔야 할 거예요.,5209,0,f,,0,0,1,npc_question,,,
9469,816,/말 실은 @NPC_GROUP_NAME(169)들 때문에 영혼의 안식처 근방도 최근 이상한 낌새가 있었습니다.,600,9474,t,,0,0,1,npc_question,,,
9473,3901,/사실 고요한 비취의 정보상인 @NPC_NAME(5207)는 박물관에 있을 것입니다. 박물관에 가서 @NPC_NAME(5207)를 만나십시오.,5201,0,f,,0,0,1,npc_question,0,,
9474,816,/질문 일단은 |nn;@ITEM_NAME(14635)|r가 필요해요. /대화 @ITEM_NAME(14635)를 가져오면 의식을 해서 이 안식처를 방비하겠습니다.,600,0,f,,5200,0,1,npc_question,,,
9475,979,/변명 이 정도면 충분하겠군요. 저는 이곳에 @NPC_GROUP_NAME(169)이 다시 활동하지 못하게 하는 의식을 시작해야겠습니다. 조상신들께서 우리 곁에 머무시기를...,600,0,t,,0,0,1,npc_smile,,,
9479,7187,"/결론 엄마가 밥 먹으러 들어오라고 한다며 @NPC_NAME(5250)가 숨바꼭질을 그만 하겠다고 말했다고요? 그럼, 저도 이제 그만 밥 먹으러 집에 들어가야겠어요.",5253,0,t,,0,0,1,npc_smile,,,
9480,7188,/결론 @NPC_NAME(5250)가 숨바꼭질을 그만 한다고요? 와! 다행이다. 숨을 만한 곳을 찾지 못해서 붙잡히면 어쩌나 걱정 중이었는데!,5252,0,t,,0,0,1,npc_smile,,,
9481,7189,/결론 @NPC_NAME(5250)가 숨바꼭질을 더는 못 한다고요? 술래가 멋대로 그만 하겠다면 어쩌자는 건지... /화남 다시는 내가 @NPC_NAME(5250)랑 숨바꼭질을 하나 봐라!,5251,0,t,,0,0,1,npc_question,,,
9487,827,"/변명 내 친구 이오니온의 장례를 치르기 위해 왔는데, 주변이 너무 위험해 가는 길에 꽃잎도 뿌려주지 못했습니다.",618,9488,t,,5067,0,1,npc_sad,,,
9488,827,"/한숨  정말 뛰어난 전사였는데, 옛이야기에 나온 영웅의 부인처럼 독사를 밟고 어이없이 가버렸습니다. 친구 @NPC_NAME(619)는 충격에 빠져 침묵하는 숲으로 가는 길에서 방황하고...",618,9489,f,,5067,0,1,npc_sad,,,
9489,827,/명령 이 주변에서 |nn;@ITEM_NAME(14634)|r을 몇 장 떼어다 주십시오. 부탁합니다.,618,0,f,,5067,0,1,npc_question,,,
9495,7479,/묵념 정말 고맙습니다. 이오니온도 당신 덕분에 편히 눈감을 수 있을 겁니다.,618,0,t,,5067,0,1,npc_smile,0,,
9502,821,/대화 이곳을 더 단단히 방비하기 위해 도움을 받아야겠습니다.,600,9503,t,,5200,0,1,npc_sad,,,
9503,821,/변명 안식하는 숲 남동쪽의 다후타 교단 점령지에 있는 |nn;@NPC_NAME(8074)|r에게 이곳을 지킬 사람들을 보내달라고 전해주세요.,600,0,f,,5200,0,1,npc_question,,,
9514,868,"/대화 |nn;@DOODAD_NAME(825)|r부터 그대의 여정을 시작해서, 차례로 문들을 모두 여십시오. 그 방법은 각각의 문에 자세히 적혀 있습니다.",2082,11736,f,,1825,0,1,npc_question,0,,
9516,857,/대화 혹시 모르니 당신이 직접 가서 @NPC_NAME(2076)과 다시 대화를 나눠봐 주겠소? 하지만 부디 조심하시오.  ,2074,5530,f,,1907,0,1,npc_question,,,
9517,1371,/결론 또 이렇게 굳게 지키는 곳에 보통 아가씨가 아무렇게나 반지를 흘렸을 리도 없소. /받기 당신이 찾은 그 반지를 줘보시오. 뭔가 이상한 점은 없소?,2074,0,f,,1907,0,1,npc_question,,,
9536,822,/대화 이 환상 습지대를 배회하는 @NPC_NAME(611) 중 하나는 아노가 변한 것입니다. 그에게 안식을 주세요.,6490,0,f,,5145,0,1,npc_sad,,,
9563,4038,"/사실 양조장의 일꾼인 |nn;@NPC_NAME(5240)|r가 마을의 정보통이니 그에게 가서 물어본다면, 인신매매에 관한 정보를 알 수 있을 겁니다.",5211,0,f,,0,0,1,npc_question,0,,
9569,4047,/결론 @NPC_NAME(8557)가 그곳에서 창고관리인 일을 하고 있어요. 그에게 제가 보냈다고 하면 도움을 줄 거예요.,5212,11508,f,,0,0,1,npc_question,,,
9570,4203,"/변명 오랜 요리연구 끝에 역사에 남을 만한 불멸의 역작을 만드는 방법을 완성했는데, /긁적 요리 재료가 없어서 못 만들고 있어요.",2564,4653,t,,0,0,1,npc_question,,,
9579,3843,/결론 @NPC_NAME(5205)는 경비초소 북쪽에 자주 출몰한다고 합니다. ,5204,9776,f,,0,,1,npc_question,,,
9593,4150,"/저기 @NPC_NAME(5230)의 친구인 @NPC_NAME(5242)가 있으니, @NPC_NAME(5242)에게 가서 @NPC_NAME(5230)의 행방을 물어보세요.",5229,0,f,,0,262,1,npc_question,0,,
9595,4158,/결론 |nn;@NPC_NAME(5231)|r라면 이 약의 정체를 알지도 몰라요. 카흐베니는 저쪽 연못 앞에 있으니 그를 찾아가 보세요.,5229,0,f,,0,,1,npc_question,,,
9596,7349,"/말 이 사람도, 금빛 표지를 갖고 있잖아?",,,t,,0,0,2,npc_question,,,
9610,812,/결론 이 양피지의 암호문을 아직 해독해내지 못했네. 바람 정령과 관련된 아주 특별한 물건이 없어서이지.,3673,9612,t,,5073,0,1,npc_question,,,
9612,812,/대화 자세한 이야기는 리미온이 얘기해줄 것이네.,3673,9613,f,,5073,0,1,npc_question,,,
9613,812,"/사실 이 암호문을 해독해내는데, 바람 군주의 인장이 필요합니다.",593,9614,f,,5261,0,1,npc_question,,,
9614,812,"/주기 이 주변 |nn;바람 정령|r들을 쇠약하게 하신 뒤, 이 소라를 사용하세요. /결론 그럼 @ITEM_NAME(1432)이 모일 겁니다. 몇 개 모아 오시면 바람 군주를 불러낼 제물을 만들겠습니다.",593,0,f,,5261,0,1,npc_question,,,
9615,956,/사실 오오! 돌아왔군. 소용돌이치는 바람은 모두 구한 건가?,3673,9616,t,,5073,0,1,npc_smile,,,
9616,956,"/결론 리미온, 이 소용돌이치는 바람으로 바람 정령의 군주를 꼬드겨낼 미끼를 만들어주게.",3673,9617,f,,5073,0,1,npc_smile,,,
9617,956,/대화 알겠습니다.,593,0,f,,5261,0,1,npc_question,,,
9618,959,/결론 역시 바다의 여신 다후타와 바람 정령들이 어떤 동맹관계를 맺은 게 확실해 보입니다.,593,0,f,,0,0,1,npc_sad,,,
9622,5166,"/호호 목욕감이라? 하하, 그렇죠. 목욕감이죠. 다시는 받고 싶지 않은 목욕감!",,0,f,,0,0,1,npc_smile,0,,
9623,785,/주기 드디어 바람 정령 군주의 인장을 얻을 때가 왔네. 이 소용돌이치는 바람의 보주를 받게나.,3673,9625,t,,5073,0,1,npc_question,,,
9625,785,/명령 저 높은 곳에 보이는 부서진 신전의 마법진에서 |nn;@ITEM_NAME(1482)|r를 사용하면 바람 정령의 군주 @NPC_NAME(5568)이 나타날 거네.,3673,9626,f,,5073,0,1,npc_question,,,
9626,785,/결론 그 녀석을 처치하고 @ITEM_NAME(14639)을 가져오게.,3673,0,f,,5073,0,1,npc_question,0,,
9627,791,/박수 그대의 활약에 마음으로부터 찬사를 보내는 바이네.,3673,9628,t,,5073,0,1,npc_smile,,,
9628,791,/주기 리미온은 이 양피지의 문서를 속히 해독하도록 하게나.,3673,9629,f,,5073,0,1,npc_question,0,,
9629,791,/받기 네 알겠습니다. 누잔 님.,593,0,f,,5261,0,1,npc_smile,,,
9630,7519,/고민 @ITEM_NAME(14194)|1은;는; 흉물스럽지만 페레에 퍼진 강령술과는 연관이 없는 것 같네. 근원도 실체도 모를 강령술이 더 퍼지는 것을 막으려면... @DOODAD_NAME(4263)|1이;가; 필요하겠어.,9800,21125,t,,4102,0,1,npc_sad,,,그렐
9642,836,/대화 이 길을 따라가면서 @DOODAD_NAME(677)을 제거해줄래?  그리고 @NPC_NAME(3990)에게 잘 진행되고 있다고 알려줘.,8092,0,f,,0,0,1,npc_question,,,
9643,7144,/변명 뭐! 초원 대통합을 반대하는 자리에 부락민이 아닌 자들이 나타났다고? 그게 도플갱어라고?,8894,9644,t,,0,0,1,npc_angry,,,
9644,7144,"/사실 아아! 말도 안 돼! 그건 검은상아 밀렵단의 짓이야! 야욜태! 내 아들, 야욜태를 데려와!",8894,0,f,,0,0,1,npc_angry,,,
9650,7516,"/팔짱 내 말이 안 믿긴다는 표정이군요. 당신이 어떤 의도로 왔건, 내 |nn;@ITEM_NAME(14194)|r|1이;가; 저주를 내릴 겁니다. 두렵지 않다면 집어보세요.",5723,0,t,,4295,0,1,npc_angry,,,강령술사 시하이
9654,839,"/명령 저 깊숙한 곳에 있을 다후타 교단의 잔당을 이제 파멸시킬 때야. |nn;@NPC_NAME(614), @NPC_NAME(6529), @NPC_GROUP_NAME(8)|r 중 무엇이든 처치해 공포를 심어줘.",6488,0,t,,5048,0,1,npc_sad,,,
9655,7524,/박수 정말 고생이 많았어. 원로원도 에노이르도 모두 크게 기뻐하실 거야.,6488,0,t,,5048,0,1,npc_smile,,,
9659,69,/사실 이젠 정말 이곳을 떠나는구나. 떠나기 전에 @NPC_NAME(624)가 해주는 밥이라도 먹고 가려무나.,7709,9661,t,,0,0,1,npc_smile,,,
9661,69,/결론 언제나 많은 수련생을 먹이느라 식재료가 부족하다더라. 가는 길에 작은 사슴을 잡아서 |nn;@ITEM_NAME(14391)|r라도 구해가면 좋아할 거야.,7709,23367,f,,0,0,1,npc_smile,,,
9666,73,"/받기 어머, 뭘 이런 거까지... 이리 주렴. ",624,9667,t,,538,0,1,npc_smile,,,
9667,73,/대화 그러고 보니 벌써 백 살인가? 이젠 맨손으로 사슴을 때려잡는 어른이 됐구나.,625,9668,f,,0,0,1,npc_question,,,
9668,73,"/말 그래, 기왕 왔으니 먹을 것 좀 챙겨 줄게. 내가 금방 준비하마.",624,0,f,,538,0,1,npc_smile,0,,
